held_out_subject,accuracy,kappa
1,0.6302083333333334,0.5069444444444444
2,0.3125,0.08333333333333337
3,0.7760416666666666,0.7013888888888888
4,0.4739583333333333,0.29861111111111116
5,0.3611111111111111,0.14814814814814814
6,0.4201388888888889,0.22685185185185186
7,0.4444444444444444,0.2592592592592593
8,0.6909722222222222,0.587962962962963
9,0.6059027777777778,0.4745370370370371
