held_out_subject,accuracy,kappa
1,0.5711805555555556,0.4282407407407407
2,0.2899305555555556,0.0532407407407407
3,0.6944444444444444,0.5925925925925926
4,0.4791666666666667,0.3055555555555556
5,0.3350694444444444,0.11342592592592593
6,0.3888888888888889,0.18518518518518523
7,0.3975694444444444,0.1967592592592593
8,0.6493055555555556,0.5324074074074074
9,0.5416666666666666,0.38888888888888884
