accuracy_mean,accuracy_std,kappa_mean,kappa_std,subject_probe_acc,variant
0.2783564814814815,0.02294470787222107,0.03780864197530863,0.030592943829628114,0.07965299684542587,mae_only
0.27469135802469136,0.027581503937831982,0.03292181069958847,0.03677533858377601,0.08070452155625657,mae_grl
0.5868055555555556,0.16779613432815804,0.449074074074074,0.22372817910421072,,eegnet_baseline
