held_out_subject,accuracy,kappa
1,0.5729166666666666,0.4305555555555556
2,0.2760416666666667,0.03472222222222221
3,0.6111111111111112,0.4814814814814815
4,0.3541666666666667,0.13888888888888884
5,0.2638888888888889,0.01851851851851849
6,0.3246527777777778,0.09953703703703709
7,0.2760416666666667,0.03472222222222221
8,0.4930555555555556,0.32407407407407407
9,0.6510416666666666,0.5347222222222222
