accuracy_mean,accuracy_std,kappa_mean,kappa_std,method,seed,variant
0.26099537037037035,0.0202628951389023,0.014660493827160503,0.027017193518536403,mae_only,999,mae_only
0.24363425925925927,0.007274192760403084,-0.008487654320987711,0.009698923680537498,mae_grl,999,mae_grl
0.2378472222222222,0.014175287863328572,-0.01620370370370372,0.018900383817771427,mae_club_scin_vib,999,mae_club_scin
0.36284722222222227,0.09378214469492711,0.1504629629629629,0.12504285959323616,riemannian_transformer_v1,999,riemannian_transformer
0.41203703703703703,0.0845580972002457,0.21604938271604937,0.11274412960032762,riemannian_transformer_v2,999,riemannian_transformer_v2
0.3287037037037037,0.049842483796607565,0.10493827160493825,0.06645664506214348,spdnet,999,spdnet
