epoch,train_loss,val_loss,val_acc
1,1.1527019143104553,1.1922024488449097,0.390625
2,1.1269206047058105,1.182206630706787,0.34375
3,1.0892399966716766,1.1756137609481812,0.328125
1,1.212122733394305,1.1768836975097656,0.390625
2,1.1916595300038655,1.174758180975914,0.375
