held_out_subject,accuracy,kappa
1,0.2760416666666667,0.03472222222222221
2,0.2638888888888889,0.01851851851851849
3,0.2465277777777778,-0.004629629629629539
4,0.2638888888888889,0.01851851851851849
5,0.2326388888888889,-0.02314814814814814
6,0.2326388888888889,-0.02314814814814814
7,0.2517361111111111,0.0023148148148147696
8,0.28125,0.04166666666666663
9,0.2795138888888889,0.03935185185185186
