epoch,recon_loss,adv_loss,val_recon_loss,subject_probe_acc
1,1.0380912069091224,0.0,0.9993111911130879,nan
2,1.0045664184971859,0.0,0.9993266273372181,nan
3,1.0040803600970964,0.0,0.9993403325822953,nan
4,1.0037845901976852,0.0,0.9992946857658972,nan
5,1.003524427127121,0.0,0.999368810941995,nan
6,1.003293061614933,0.0,0.9993652129774966,nan
7,1.00308174477484,0.0,0.999309084016818,nan
8,1.0028528450126935,0.0,0.9993553085783428,nan
9,1.002599723357007,0.0,0.9993582366016761,nan
10,1.0022834530450349,0.0,0.9993605457019104,nan
11,1.001933243041648,0.0,0.9994259815737526,nan
12,1.0015149125479217,0.0,0.9993689208125968,nan
13,1.0010958004714852,0.0,0.9993380425981668,nan
14,1.0007446358974714,0.0,0.9993919708249948,nan
15,1.000434470355959,0.0,0.9993689772834538,nan
16,1.0001658071252637,0.0,0.9993182986065918,nan
17,0.9999826317442987,0.0,0.9992979247236603,nan
18,0.9998235527734111,0.0,0.9991773942291549,nan
19,0.9996863984523859,0.0,0.999171232512822,nan
20,0.9995746702179873,0.0,0.9991435824132492,nan
21,0.9994864490695465,0.0,0.9991201771546614,nan
22,0.999388189244091,0.0,0.9990974947355774,nan
23,0.9992955344960206,0.0,0.9989687620527987,nan
24,0.9991992420719978,0.0,0.9989765695091553,nan
25,0.9991313402814076,0.0,0.9989478729751459,nan
26,0.9990356900638208,0.0,0.9988214009442414,nan
27,0.9989278545056967,0.0,0.998781751696369,nan
28,0.9988173515276801,0.0,0.9987260732490307,nan
29,0.9986957876305831,0.0,0.9985263555082488,nan
30,0.998478436828556,0.0,0.9981927603451862,nan
31,0.9980658691628534,0.0,0.9975747465460584,nan
32,0.9973681192649039,0.0,0.9968342174365568,nan
33,0.9966855474880764,0.0,0.9961685865459382,nan
34,0.9960478862425438,0.0,0.9953424704939785,nan
35,0.9951421622943161,0.0,0.9940747375493295,nan
36,0.9934674098079366,0.0,0.9916523088290738,nan
37,0.9916519208958274,0.0,0.9897725286919988,nan
38,0.9898309868977482,0.0,0.9878105570715935,nan
39,0.9885663600792562,0.0,0.9867353975835533,nan
40,0.9874648272543025,0.0,0.9858051734015769,nan
41,0.9865503105005824,0.0,0.984591153141828,nan
42,0.9855807468407136,0.0,0.9837372353776396,nan
43,0.9847535325172252,0.0,0.9831170843352028,nan
44,0.9839769202963751,0.0,0.982192392667636,nan
45,0.9833814183572182,0.0,0.9814032583833368,nan
46,0.9826019962031142,0.0,0.980966638628742,nan
47,0.982069901057652,0.0,0.9806356594264194,nan
48,0.9814079036389974,0.0,0.9798643281281809,nan
49,0.9810707152337956,0.0,0.9795648753956415,nan
50,0.9805779712540763,0.0,0.9789655751986458,nan
51,0.9799750787871224,0.0,0.9781423173492263,nan
52,0.979684595326732,0.0,0.9779656822749117,nan
53,0.9792661048415908,0.0,0.9775136709213257,nan
54,0.9789571287040424,0.0,0.9776957204915998,nan
55,0.9783466068425573,0.0,0.9765667702246665,nan
56,0.9781030434414857,0.0,0.9768974173081535,nan
57,0.9781195969509899,0.0,0.9762836383845653,nan
58,0.9777087936724039,0.0,0.9763517773364495,nan
59,0.9771709634845418,0.0,0.9756006773337957,nan
60,0.9769335761106104,0.0,0.9753087564096341,nan
61,0.9765967726707458,0.0,0.9757499061172317,nan
62,0.9764215318780196,0.0,0.9750393332617767,nan
63,0.9760861069636237,0.0,0.9743797888765826,nan
64,0.9759190199070407,0.0,0.9743873485756722,nan
65,0.9755298459440246,0.0,0.974158212526865,nan
66,0.9754089350090888,0.0,0.9736497370226526,nan
67,0.9752575835787264,0.0,0.9736726267104645,nan
68,0.9752403309470729,0.0,0.9734763434131314,nan
69,0.9746288096994385,0.0,0.9737302197141476,nan
70,0.974750272313455,0.0,0.9734849678479786,nan
71,0.9744922205021507,0.0,0.9733238178848844,nan
72,0.9743644420365641,0.0,0.9730062596930815,nan
73,0.9740456306844726,0.0,0.9727732074122825,nan
74,0.9737940090043204,0.0,0.9726868570164301,nan
75,0.9737346616006435,0.0,0.97278642742165,nan
76,0.9739548770108617,0.0,0.9728593836948825,nan
77,0.9737170293815154,0.0,0.9724250704081402,nan
78,0.9736114897226033,0.0,0.9721030443123337,nan
79,0.9735811160023051,0.0,0.9728227998556023,nan
80,0.9741558477394563,0.0,0.9729069427486223,nan
81,0.9736637213176355,0.0,0.9723986272556172,nan
82,0.9732150157591454,0.0,0.9723751618909786,nan
83,0.9730021178274226,0.0,0.9721881637563214,nan
84,0.973377633811836,0.0,0.9725753216211979,nan
85,0.9728467164183021,0.0,0.9714592479631603,nan
86,0.9724640165056501,0.0,0.9714517386553791,nan
87,0.9724067920132687,0.0,0.9714069673566287,nan
88,0.972326195777807,0.0,0.9713601512613106,nan
89,0.97205632790587,0.0,0.9712870445662618,nan
90,0.9718990446929645,0.0,0.9712076346956969,nan
91,0.9719095763407255,0.0,0.9707938726642781,nan
92,0.9720532378756014,0.0,0.9711306181615835,nan
93,0.9722656146027988,0.0,0.9717205532843132,nan
94,0.9721752718875283,0.0,0.9710723771532502,nan
95,0.9715465625425926,0.0,0.9700302703523486,nan
96,0.9714276131830717,0.0,0.9704289101025033,nan
97,0.9713429804135086,0.0,0.9701521009300785,nan
98,0.9710943093873504,0.0,0.9699484965402622,nan
99,0.9710221702891185,0.0,0.9702149782521742,nan
100,0.9709542514686298,0.0,0.9705315125101373,nan
