held_out_subject,accuracy,kappa
1,0.578125,0.4375
2,0.2986111111111111,0.06481481481481477
3,0.7083333333333334,0.6111111111111112
4,0.4461805555555556,0.26157407407407407
5,0.3420138888888889,0.12268518518518523
6,0.3975694444444444,0.1967592592592593
7,0.3993055555555556,0.19907407407407407
8,0.6597222222222222,0.5462962962962963
9,0.5243055555555556,0.3657407407407407
